Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam
gene-SAOUHSC_02241	NC_007795.1	2075693	2076709	-	1017	0	5	18	1	1	0	4	3	1	3	0	1
gene-SAOUHSC_02243	NC_007795.1	2076731	2077786	-	1056	5	35	38	4	5	5	5	6	13	3	3	20
gene-SAOUHSC_02244	NC_007795.1	2078221	2079444	+	1224	24	16	15	15	17	27	27	43	40	19	19	80
gene-SAOUHSC_02245	NC_007795.1	2079816	2080661	-	846	1	0	0	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_02246	NC_007795.1	2080723	2081634	-	912	1	0	0	0	0	1	1	0	0	0	1	0
gene-SAOUHSC_02247	NC_007795.1	2081795	2083102	+	1308	5	0	0	37	39	0	0	6	7	3	3	23
gene-SAOUHSC_02248	NC_007795.1	2083955	2084398	-	444	0	0	0	1	1	1	0	0	0	0	0	0
gene-SAOUHSC_02249	NC_007795.1	2084504	2084941	-	438	0	0	0	3	1	0	0	0	1	0	0	0
gene-SAOUHSC_02250	NC_007795.1	2085259	2085849	-	591	5	0	0	0	0	0	0	0	0	1	1	2
gene-SAOUHSC_02251	NC_007795.1	2085846	2086058	-	213	2	0	0	1	0	0	0	0	0	0	0	1
gene-SAOUHSC_02254	NC_007795.1	2086760	2088376	-	1617	2514	121	119	262	257	551	534	255	252	92	93	1219
gene-SAOUHSC_02255	NC_007795.1	2088452	2088736	-	285	17	0	0	0	0	0	0	0	1	0	0	0
gene-SAOUHSC_02256	NC_007795.1	2088911	2089654	+	744	0	0	1	0	0	0	0	3	2	1	0	0
gene-SAOUHSC_02257	NC_007795.1	2089679	2090938	-	1260	20	9	9	60	58	19	19	46	46	12	10	222
gene-SAOUHSC_02258	NC_007795.1	2091135	2091761	+	627	78	7	20	3	4	15	15	33	36	22	23	63
gene-SAOUHSC_02259	NC_007795.1	2092122	2092907	+	786	10	0	2	20	18	3	6	3	3	1	1	66
gene-SAOUHSC_02260	NC_007795.1	2093504	2093638	-	135	0	0	5	0	78	5	210	20	265	2	63	13
gene-SAOUHSC_02261	NC_007795.1	2093874	2094443	+	570	105	0	2	328	810	0	8	2	11	278	291	262
gene-SAOUHSC_02262	NC_007795.1	2094440	2094580	+	141	11	0	1	9	44	0	0	0	1	14	41	5
gene-SAOUHSC_02264	NC_007795.1	2094653	2095897	+	1245	99	11	16	1746	1726	21	11	16	14	294	270	508
gene-SAOUHSC_02265	NC_007795.1	2096006	2096632	+	627	116	10	6	204	202	66	66	64	63	129	122	3412
gene-SAOUHSC_02266	NC_007795.1	2096704	2096811	+	108	1	0	1	0	1	0	0	0	0	0	0	2
gene-SAOUHSC_02267	NC_007795.1	2096999	2097958	-	960	108	29	27	32	33	35	31	46	33	38	35	139
gene-SAOUHSC_02268	NC_007795.1	2097955	2099439	-	1485	298	51	55	59	60	64	67	129	135	101	100	527
gene-SAOUHSC_02269	NC_007795.1	2099588	2100538	-	951	30	2	2	0	2	0	0	7	7	4	4	3
gene-SAOUHSC_02270	NC_007795.1	2100721	2101971	-	1251	2	0	0	18	14	0	4	0	1	0	0	6
gene-SAOUHSC_02271	NC_007795.1	2102179	2102403	-	225	0	0	0	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_02272	NC_007795.1	2102463	2103449	-	987	2	0	1	2	2	10	9	2	4	0	2	1
gene-SAOUHSC_02273	NC_007795.1	2103846	2104481	-	636	4	0	0	7	8	2	2	19	19	4	3	19
gene-SAOUHSC_02274	NC_007795.1	2104734	2106662	+	1929	15	7	5	5	38	5	3	5	6	5	3	11
gene-SAOUHSC_02275	NC_007795.1	2106807	2106935	-	129	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02276	NC_007795.1	2107024	2108634	+	1611	12	4	5	28	26	4	6	4	4	4	4	5
gene-SAOUHSC_02277	NC_007795.1	2108736	2109761	-	1026	107	37	37	61	52	48	41	95	94	38	38	117
gene-SAOUHSC_02278	NC_007795.1	2109754	2110164	-	411	2	2	6	0	13	1	1	3	3	3	3	3
gene-SAOUHSC_02279	NC_007795.1	2110191	2110853	-	663	5	1	1	0	0	7	7	7	7	3	3	12
gene-SAOUHSC_02280	NC_007795.1	2110834	2111268	-	435	4	0	0	0	0	0	0	0	0	2	2	0
gene-SAOUHSC_A02169	NC_007795.1	2111333	2111488	+	156	0	1	2	0	0	0	0	0	0	0	1	0
gene-SAOUHSC_02281	NC_007795.1	2111806	2113494	+	1689	102	21	19	17	14	43	43	46	45	11	12	191
gene-SAOUHSC_02282	NC_007795.1	2113522	2115291	+	1770	72	16	16	19	19	46	46	32	34	18	20	142
gene-SAOUHSC_02283	NC_007795.1	2115291	2115545	+	255	0	0	0	0	0	0	0	1	0	0	0	9
gene-SAOUHSC_02284	NC_007795.1	2115682	2116686	+	1005	47	2	2	11	13	23	24	22	24	2	2	100
gene-SAOUHSC_02285	NC_007795.1	2116716	2118245	+	1530	51	19	23	19	19	36	38	33	43	14	18	165
gene-SAOUHSC_02286	NC_007795.1	2118248	2119294	+	1047	54	24	20	14	15	50	48	63	63	34	34	147
gene-SAOUHSC_02287	NC_007795.1	2119308	2120678	+	1371	74	37	46	28	34	50	57	62	69	34	43	144
gene-SAOUHSC_02288	NC_007795.1	2120679	2121251	+	573	31	5	5	6	9	32	31	28	29	13	13	46
gene-SAOUHSC_02289	NC_007795.1	2121266	2122534	+	1269	24	11	12	16	21	8	11	25	34	8	9	30
gene-SAOUHSC_R00014	NC_007795.1	2122744	2122858	-	115	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_R0009	NC_007795.1	2122931	2125853	-	2923	0	0	0	0	0	0	5	1	0	0	0	0
gene-SAOUHSC_R0004	NC_007795.1	2126400	2127954	-	1555	20	2	10	1	1	6	27	2	23	2	6	8
gene-SAOUHSC_T00025	NC_007795.1	2128072	2128145	-	74	21	2	2	2	2	12	12	9	9	8	8	30
gene-SAOUHSC_T00034	NC_007795.1	2128165	2128250	-	86	10	0	0	0	0	0	7	0	0	4	8	7
gene-SAOUHSC_02294	NC_007795.1	2128216	2128323	-	108	5	0	0	0	0	0	3	0	0	4	4	2
gene-SAOUHSC_02296	NC_007795.1	2128897	2129352	-	456	7	5	1	2	5	8	3	4	1	3	3	32
gene-SAOUHSC_02297	NC_007795.1	2129345	2131495	-	2151	24	5	8	3	3	16	18	13	13	20	20	116
gene-SAOUHSC_02298	NC_007795.1	2131929	2132699	-	771	21	12	12	25	23	10	10	12	11	14	13	10
gene-SAOUHSC_02299	NC_007795.1	2132674	2133183	-	510	24	5	3	16	8	3	3	13	7	12	8	7
gene-SAOUHSC_02300	NC_007795.1	2133155	2133481	-	327	39	2	5	24	25	1	10	8	13	9	23	7
gene-SAOUHSC_A02189	NC_007795.1	2134741	2134974	+	234	11	3	3	13	14	3	7	15	16	18	21	18
gene-SAOUHSC_02303	NC_007795.1	2134939	2135301	-	363	31	1	1	1	14	34	22	24	19	22	13	129
gene-SAOUHSC_02304	NC_007795.1	2135298	2135468	-	171	55	3	3	16	11	36	27	30	20	39	21	161
gene-SAOUHSC_02305	NC_007795.1	2135553	2136701	-	1149	122	28	28	37	42	86	100	50	60	55	76	158
gene-SAOUHSC_02306	NC_007795.1	2136767	2137126	-	360	8	9	9	0	0	2	3	1	1	4	4	33
gene-SAOUHSC_02307	NC_007795.1	2137130	2137621	-	492	40	14	16	39	29	35	35	51	53	25	31	78
gene-SAOUHSC_02308	NC_007795.1	2137608	2139191	-	1584	47	16	23	71	80	25	34	30	43	38	38	174
gene-SAOUHSC_02309	NC_007795.1	2139184	2139663	-	480	4	8	9	13	8	3	1	1	5	3	4	10
gene-SAOUHSC_02310	NC_007795.1	2139872	2140432	-	561	11	0	0	0	0	10	10	7	7	10	11	16
gene-SAOUHSC_02311	NC_007795.1	2140452	2142425	-	1974	13	2	2	5	4	17	22	12	13	14	11	75
gene-SAOUHSC_02312	NC_007795.1	2142498	2144174	-	1677	2	1	1	2	4	9	10	2	3	1	2	18
gene-SAOUHSC_02313	NC_007795.1	2144198	2144308	-	111	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02314	NC_007795.1	2144446	2147103	+	2658	12	0	0	3	3	34	36	10	10	18	23	153
gene-SAOUHSC_02315	NC_007795.1	2147103	2147798	+	696	3	0	4	2	2	0	4	0	7	0	9	62
gene-SAOUHSC_02316	NC_007795.1	2148167	2149687	-	1521	31	5	5	30	33	25	29	21	22	20	20	204
gene-SAOUHSC_02317	NC_007795.1	2150204	2151562	-	1359	194	41	41	144	142	24	31	99	110	53	77	274
gene-SAOUHSC_02318	NC_007795.1	2151577	2152647	-	1071	87	11	17	55	72	33	35	57	72	24	37	402
gene-SAOUHSC_02319	NC_007795.1	2152965	2154167	+	1203	84	31	32	38	39	53	54	63	67	50	52	88
gene-SAOUHSC_02320	NC_007795.1	2154431	2154568	-	138	58	0	0	3	3	3	3	4	4	0	2	10
gene-SAOUHSC_02321	NC_007795.1	2154696	2154905	-	210	0	0	0	0	0	0	0	0	0	2	0	3
gene-SAOUHSC_02322	NC_007795.1	2154917	2155210	-	294	0	0	0	0	0	3	4	0	1	0	3	4
gene-SAOUHSC_02323	NC_007795.1	2155376	2156860	+	1485	124	18	18	206	203	60	70	58	64	25	26	333
gene-SAOUHSC_02324	NC_007795.1	2156888	2157535	+	648	55	15	11	155	107	31	28	48	28	15	9	105
gene-SAOUHSC_02325	NC_007795.1	2157595	2157702	-	108	6	0	0	13	39	2	19	0	7	0	0	3
gene-SAOUHSC_02326	NC_007795.1	2157710	2157802	-	93	6	0	0	8	38	23	25	8	9	0	0	4
gene-SAOUHSC_02327	NC_007795.1	2158348	2159220	-	873	158	42	43	123	122	122	122	89	87	77	77	180
gene-SAOUHSC_02328	NC_007795.1	2159306	2159947	-	642	14	0	1	9	13	0	3	4	6	1	3	7
gene-SAOUHSC_02329	NC_007795.1	2159949	2160740	-	792	3	0	0	0	4	2	3	0	1	1	1	0
gene-SAOUHSC_02330	NC_007795.1	2160724	2161554	-	831	8	0	1	0	0	2	2	3	3	1	0	13
gene-SAOUHSC_02331	NC_007795.1	2161547	2162236	-	690	12	0	1	0	1	0	1	0	1	1	1	0
gene-SAOUHSC_02332	NC_007795.1	2162336	2162467	-	132	0	3	0	0	0	1	1	0	0	0	0	0
gene-SAOUHSC_02333	NC_007795.1	2162622	2163317	-	696	13	4	7	0	1	9	11	15	18	0	0	13
gene-SAOUHSC_02334	NC_007795.1	2163706	2164101	-	396	2	1	2	29	22	10	7	7	3	1	1	12
gene-SAOUHSC_02335	NC_007795.1	2164232	2164735	+	504	5	1	1	0	1	10	13	1	10	0	0	3
gene-SAOUHSC_02336	NC_007795.1	2164794	2165234	-	441	14	2	2	11	11	10	10	11	6	2	2	16
gene-SAOUHSC_02337	NC_007795.1	2165268	2166533	-	1266	28	2	2	10	10	25	27	19	19	12	13	94
gene-SAOUHSC_02338	NC_007795.1	2166644	2166877	-	234	0	0	0	0	1	0	0	0	0	1	0	1
gene-SAOUHSC_02339	NC_007795.1	2167009	2167101	-	93	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02340	NC_007795.1	2167439	2167843	-	405	339	50	41	148	143	74	54	127	97	83	74	715
gene-SAOUHSC_02341	NC_007795.1	2167863	2169275	-	1413	2946	288	308	517	601	1084	1095	1159	1207	689	717	2597
gene-SAOUHSC_02343	NC_007795.1	2169297	2170163	-	867	676	103	112	151	149	333	303	458	421	200	157	1277
gene-SAOUHSC_02345	NC_007795.1	2170194	2171702	-	1509	1930	257	271	365	402	1047	1135	1033	1162	587	698	2339
gene-SAOUHSC_02346	NC_007795.1	2171724	2172263	-	540	293	45	43	117	113	148	129	242	231	153	142	749
gene-SAOUHSC_02347	NC_007795.1	2172263	2172784	-	522	541	159	82	386	105	553	428	406	290	248	188	1305
gene-SAOUHSC_02349	NC_007795.1	2172982	2173194	-	213	134	19	66	8	110	35	128	46	93	33	67	215
gene-SAOUHSC_02350	NC_007795.1	2173237	2173965	-	729	671	222	202	242	224	1054	1050	534	501	267	246	4236
gene-SAOUHSC_02351	NC_007795.1	2173986	2174438	-	453	68	178	54	133	47	478	49	600	55	199	49	793
gene-SAOUHSC_02352	NC_007795.1	2174506	2175633	-	1128	2418	843	858	1425	1538	3202	3281	2619	2709	1017	1036	8330
gene-SAOUHSC_02353	NC_007795.1	2175657	2176286	-	630	2284	592	755	1058	1462	2573	3128	2191	2651	748	944	4265
gene-SAOUHSC_02354	NC_007795.1	2176314	2177552	-	1239	1777	449	462	596	641	2511	2606	1428	1533	670	695	2285
gene-SAOUHSC_02355	NC_007795.1	2177579	2178103	-	525	1208	1178	1177	1603	1623	3695	3660	2500	2511	781	781	2183
gene-SAOUHSC_02356	NC_007795.1	2178210	2178629	-	420	9	0	0	4	3	3	5	5	4	2	2	27
gene-SAOUHSC_02357	NC_007795.1	2178626	2179723	-	1098	27	8	9	40	144	15	16	6	9	5	7	52
gene-SAOUHSC_02358	NC_007795.1	2179756	2180508	-	753	34	7	4	13	9	37	36	18	17	18	19	165
gene-SAOUHSC_02359	NC_007795.1	2180579	2181655	-	1077	70	15	15	27	19	39	33	59	59	35	36	215
gene-SAOUHSC_02360	NC_007795.1	2181656	2182255	-	600	18	0	0	18	19	22	22	14	13	8	8	53
gene-SAOUHSC_02361	NC_007795.1	2182602	2182856	-	255	4	0	0	8	8	5	5	5	3	2	2	13
gene-SAOUHSC_02362	NC_007795.1	2182974	2184290	-	1317	74	19	18	14	14	73	71	104	106	47	48	255
gene-SAOUHSC_02363	NC_007795.1	2184537	2185964	-	1428	1733	90	91	156	157	557	557	616	629	1340	1347	356
gene-SAOUHSC_02364	NC_007795.1	2186202	2186537	-	336	353	300	257	101	65	142	120	244	223	170	138	189
gene-SAOUHSC_02365	NC_007795.1	2186626	2187885	-	1260	227	28	71	40	83	85	116	63	92	82	124	289
gene-SAOUHSC_02366	NC_007795.1	2188351	2189211	-	861	619	62	61	95	95	579	585	214	215	104	106	1275
gene-SAOUHSC_02367	NC_007795.1	2189429	2189950	+	522	0	0	0	1	2	2	0	0	1	1	1	0
gene-SAOUHSC_02368	NC_007795.1	2190059	2191669	-	1611	23	6	6	24	22	48	49	9	9	15	14	118
gene-SAOUHSC_02369	NC_007795.1	2192005	2192535	-	531	0	0	0	5	1	0	0	0	0	2	0	5
gene-SAOUHSC_02370	NC_007795.1	2192647	2193507	-	861	1	2	1	22	29	3	3	2	2	1	3	48
gene-SAOUHSC_02371	NC_007795.1	2193931	2194734	+	804	166	36	42	28	33	134	136	128	127	39	43	121
gene-SAOUHSC_02372	NC_007795.1	2194864	2195535	-	672	1	1	0	0	1	0	0	2	1	1	0	8
gene-SAOUHSC_02373	NC_007795.1	2195934	2197127	-	1194	11	1	0	10	8	9	7	7	15	4	9	46
gene-SAOUHSC_02374	NC_007795.1	2197127	2198311	-	1185	21	4	5	5	7	7	8	10	11	7	8	30
gene-SAOUHSC_02375	NC_007795.1	2198622	2199092	+	471	22	14	13	6	6	15	15	14	14	4	5	16
gene-SAOUHSC_02376	NC_007795.1	2199244	2199594	-	351	85	28	28	246	242	116	117	95	88	150	139	83
gene-SAOUHSC_02377	NC_007795.1	2199608	2200909	-	1302	229	35	40	313	342	438	455	233	259	199	238	642
gene-SAOUHSC_02378	NC_007795.1	2200893	2201021	+	129	3	1	1	2	1	26	6	2	0	7	1	11
gene-SAOUHSC_02379	NC_007795.1	2201188	2201850	-	663	108	9	9	56	38	459	493	181	179	18	23	109
gene-SAOUHSC_02380	NC_007795.1	2202165	2202875	+	711	37	4	2	26	51	41	40	39	38	23	26	174
gene-SAOUHSC_02381	NC_007795.1	2202996	2203439	-	444	325	11	11	79	85	18	18	70	70	8	8	329
gene-SAOUHSC_02382	NC_007795.1	2203639	2204052	-	414	0	0	0	11	17	0	0	0	0	0	1	16
gene-SAOUHSC_02383	NC_007795.1	2204510	2205883	-	1374	16	15	0	90	7	34	15	32	11	22	8	79
gene-SAOUHSC_02384	NC_007795.1	2206555	2206785	-	231	6	1	0	7	9	1	1	6	5	3	1	5
gene-SAOUHSC_02385	NC_007795.1	2206816	2207673	-	858	111	13	14	29	29	24	25	20	20	37	37	25
gene-SAOUHSC_02386	NC_007795.1	2207609	2207833	-	225	47	0	3	9	6	4	12	0	8	1	23	1
gene-SAOUHSC_02387	NC_007795.1	2208190	2208855	-	666	10	0	0	8	6	0	0	2	2	1	1	7
gene-SAOUHSC_02388	NC_007795.1	2209007	2209327	+	321	26	12	12	9	9	22	32	10	14	3	10	69
gene-SAOUHSC_02389	NC_007795.1	2209329	2210309	+	981	66	42	36	20	24	56	54	34	38	21	28	171
gene-SAOUHSC_02390	NC_007795.1	2210575	2211666	+	1092	5	3	5	14	17	9	11	8	8	3	8	6
gene-SAOUHSC_02391	NC_007795.1	2212109	2212213	-	105	772	233	233	723	717	3	5	206	207	205	205	2714
gene-SAOUHSC_02393	NC_007795.1	2212900	2214036	-	1137	3	0	0	0	5	0	6	1	2	0	2	2
gene-SAOUHSC_02394	NC_007795.1	2214325	2214417	+	93	0	0	0	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_02396	NC_007795.1	2215122	2215979	-	858	91	18	15	41	45	37	35	40	40	33	34	43
gene-SAOUHSC_02397	NC_007795.1	2216047	2216829	-	783	39	13	13	0	2	24	26	30	31	10	9	6
gene-SAOUHSC_02399	NC_007795.1	2217061	2218866	-	1806	8636	675	674	2953	3731	2104	2097	2522	2513	2460	2448	4498
gene-SAOUHSC_02400	NC_007795.1	2219547	2221085	+	1539	25	3	4	22	26	20	20	7	7	11	11	29
gene-SAOUHSC_02401	NC_007795.1	2221120	2223252	+	2133	55	12	16	20	18	33	36	21	22	15	19	49
gene-SAOUHSC_02402	NC_007795.1	2223264	2223698	+	435	20	2	3	9	9	1	4	23	34	1	14	14
gene-SAOUHSC_02403	NC_007795.1	2223698	2224804	+	1107	102	20	19	74	74	14	15	45	45	33	34	38
gene-SAOUHSC_02404	NC_007795.1	2225123	2232559	-	7437	74	26	28	40	64	40	45	69	79	48	47	355
gene-SAOUHSC_02405	NC_007795.1	2232836	2234191	-	1356	383	32	31	420	419	209	210	121	119	104	104	277
gene-SAOUHSC_02406	NC_007795.1	2234218	2235150	-	933	32	13	10	36	13	60	13	65	11	48	17	73
gene-SAOUHSC_02407	NC_007795.1	2235152	2235961	-	810	165	5	5	39	676	78	80	75	76	44	44	120
gene-SAOUHSC_02409	NC_007795.1	2236150	2237058	-	909	24	4	4	6	6	22	22	36	36	19	19	26
gene-SAOUHSC_02411	NC_007795.1	2238622	2238726	+	105	0	0	0	0	0	9	0	4	0	6	0	31
gene-SAOUHSC_T00037	NC_007795.1	2238714	2238789	-	76	10	0	0	0	0	17	15	8	7	6	6	35
gene-SAOUHSC_02412	NC_007795.1	2238752	2238868	-	117	39	0	0	6	1	50	44	21	18	11	9	86
gene-SAOUHSC_T00017	NC_007795.1	2238793	2238867	-	75	39	0	0	6	1	50	44	21	18	11	9	86
gene-SAOUHSC_T00058	NC_007795.1	2238877	2238960	-	84	48	2	2	6	6	49	53	20	21	6	12	61
gene-SAOUHSC_T00061	NC_007795.1	2238990	2239065	-	76	22	2	2	5	5	13	20	5	9	3	3	30
gene-SAOUHSC_T00020	NC_007795.1	2239073	2239144	-	72	17	0	2	0	0	8	11	2	2	0	0	24
gene-SAOUHSC_T00010	NC_007795.1	2239146	2239220	-	75	8	0	0	0	0	2	5	0	2	0	0	9
gene-SAOUHSC_R00015	NC_007795.1	2239231	2239345	-	115	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_R00010	NC_007795.1	2239418	2242340	-	2923	0	0	0	0	0	0	0	0	1	0	1	0
gene-SAOUHSC_T00029	NC_007795.1	2242631	2242707	-	77	45	3	3	2	2	12	16	7	13	2	30	46
gene-SAOUHSC_R0005	NC_007795.1	2242800	2244356	-	1557	9	0	2	1	2	3	3	10	7	2	1	5
gene-SAOUHSC_02416	NC_007795.1	2244539	2244724	-	186	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02418	NC_007795.1	2246027	2247469	-	1443	10	4	7	15	9	10	8	39	35	52	40	87
gene-SAOUHSC_02419	NC_007795.1	2247791	2248264	-	474	3	4	11	1	5	1	0	1	2	0	1	2
gene-SAOUHSC_02420	NC_007795.1	2248363	2249706	-	1344	19	15	15	1	3	13	14	31	31	21	21	21
gene-SAOUHSC_02422	NC_007795.1	2249883	2250566	-	684	33	17	13	14	14	31	30	28	26	18	20	15
gene-SAOUHSC_02423	NC_007795.1	2250585	2251772	-	1188	26	12	24	14	14	15	36	70	92	10	21	45
gene-SAOUHSC_02424	NC_007795.1	2251816	2252331	-	516	42	24	23	35	35	16	16	14	20	13	13	101
gene-SAOUHSC_02425	NC_007795.1	2252508	2252768	+	261	159	17	17	88	88	24	24	66	59	19	19	67
gene-SAOUHSC_02426	NC_007795.1	2252900	2254093	-	1194	35	2	1	41	39	29	28	49	49	19	21	157
gene-SAOUHSC_02427	NC_007795.1	2254506	2255474	-	969	10	5	0	3	4	4	3	21	21	3	4	82
gene-SAOUHSC_02428	NC_007795.1	2255471	2256502	-	1032	12	12	12	3	3	32	35	10	9	3	4	64
gene-SAOUHSC_02430	NC_007795.1	2256514	2257497	-	984	3	2	2	0	0	4	4	3	6	4	6	31
gene-SAOUHSC_02432	NC_007795.1	2257663	2257788	+	126	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02433	NC_007795.1	2257889	2258959	-	1071	1	1	1	6	6	1	2	4	4	0	3	14
gene-SAOUHSC_02434	NC_007795.1	2258966	2260723	-	1758	68	8	7	50	44	148	149	74	74	66	65	121
gene-SAOUHSC_02435	NC_007795.1	2260710	2261903	-	1194	15	11	9	15	12	255	249	40	38	13	13	35
gene-SAOUHSC_02436	NC_007795.1	2262005	2263981	+	1977	37	23	22	37	27	389	389	46	51	11	11	98
gene-SAOUHSC_02441	NC_007795.1	2266097	2266606	-	510	172	152	149	346	343	259	231	225	210	419	304	234
gene-SAOUHSC_02442	NC_007795.1	2266669	2266908	-	240	59	72	27	558	68	327	98	180	58	470	388	483
gene-SAOUHSC_02443	NC_007795.1	2266921	2267457	-	537	1133	311	323	2413	2452	1679	1729	839	883	919	1060	1383
gene-SAOUHSC_02444	NC_007795.1	2267632	2269194	-	1563	127	67	66	224	192	280	280	266	266	416	411	115
gene-SAOUHSC_02445	NC_007795.1	2269501	2270502	-	1002	294	57	36	85	76	130	68	249	110	74	63	174
gene-SAOUHSC_02447	NC_007795.1	2270736	2271737	-	1002	1669	362	361	1068	1084	1583	1597	1536	1542	834	849	2089
gene-SAOUHSC_02448	NC_007795.1	2272020	2272904	-	885	19	15	16	60	70	17	23	10	11	25	26	32
gene-SAOUHSC_02449	NC_007795.1	2273155	2274567	-	1413	218	16	13	27	28	29	30	47	47	23	27	22
gene-SAOUHSC_02450	NC_007795.1	2274585	2276297	-	1713	39	1	4	33	37	4	6	16	16	17	24	59
gene-SAOUHSC_02451	NC_007795.1	2276303	2276614	-	312	0	0	0	1	0	10	10	5	5	4	4	0
gene-SAOUHSC_02452	NC_007795.1	2276636	2277616	-	981	47	2	3	4	2	8	14	9	7	0	1	9
gene-SAOUHSC_02453	NC_007795.1	2277620	2278552	-	933	26	1	1	4	6	10	11	12	14	3	3	13
gene-SAOUHSC_02454	NC_007795.1	2278565	2279080	-	516	33	0	0	0	0	4	4	2	2	0	0	6
gene-SAOUHSC_02455	NC_007795.1	2279096	2279524	-	429	8	0	5	1	2	0	0	1	1	2	2	10
gene-SAOUHSC_02456	NC_007795.1	2279892	2280683	-	792	0	2	2	0	0	1	0	4	4	0	0	1
gene-SAOUHSC_02457	NC_007795.1	2280889	2281629	+	741	75	49	50	6	8	138	142	146	147	24	28	476
gene-SAOUHSC_A02331	NC_007795.1	2281666	2281827	+	162	1	0	2	0	5	1	2	0	4	7	4	0
gene-SAOUHSC_02458	NC_007795.1	2281920	2282528	-	609	1	0	0	5	6	0	0	0	1	8	9	0
gene-SAOUHSC_02459	NC_007795.1	2282790	2282915	-	126	0	0	0	1	0	0	0	0	0	0	0	0
gene-SAOUHSC_02460	NC_007795.1	2283135	2283983	-	849	135	11	11	21	29	3	5	35	35	18	21	39
gene-SAOUHSC_02461	NC_007795.1	2284053	2284469	-	417	5	0	0	2	2	2	2	1	1	0	3	5
gene-SAOUHSC_02462	NC_007795.1	2284713	2284880	+	168	0	0	0	6	1	0	0	2	0	0	0	0
gene-SAOUHSC_02463	NC_007795.1	2284877	2287300	+	2424	16	0	5	99	523	1	23	5	19	2	7	21
gene-SAOUHSC_02464	NC_007795.1	2287360	2288214	-	855	6	13	13	12	15	4	4	0	0	0	0	0
gene-SAOUHSC_02465	NC_007795.1	2288425	2289240	-	816	0	0	2	1	0	3	3	1	2	0	1	1
gene-SAOUHSC_02467	NC_007795.1	2290323	2291027	-	705	14	0	0	6	6	20	20	23	23	10	11	4
gene-SAOUHSC_02468	NC_007795.1	2291064	2292728	-	1665	65	37	38	21	18	163	170	188	196	6	8	11
gene-SAOUHSC_02469	NC_007795.1	2292961	2293200	+	240	2	0	0	0	6	0	3	1	1	0	0	4
gene-SAOUHSC_02470	NC_007795.1	2293182	2293364	-	183	3	0	1	0	4	0	3	0	3	0	2	1
gene-SAOUHSC_02471	NC_007795.1	2293918	2295324	-	1407	3	0	0	0	0	0	1	0	1	0	0	0
gene-SAOUHSC_02472	NC_007795.1	2295453	2296589	-	1137	0	0	0	0	1	0	0	0	0	1	0	1
gene-SAOUHSC_02473	NC_007795.1	2296590	2296682	-	93	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02474	NC_007795.1	2296639	2297334	-	696	2	0	1	0	0	0	0	0	0	0	0	1
gene-SAOUHSC_02475	NC_007795.1	2297395	2297688	-	294	0	0	1	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02476	NC_007795.1	2297685	2298782	-	1098	2	0	0	1	0	0	0	0	2	1	1	0
gene-SAOUHSC_02477	NC_007795.1	2299327	2299725	-	399	70	5	6	5	10	32	33	19	18	12	12	702
